,property_id,region,city,location,property_type,furnishing_state,lease_term,availability,rent,deposit,beds,baths,size,pets,smoking,parking
400,377297,Northeast Regina,Regina,31 Angus Rd,Apartment,Unfurnished,Long Term,Immediate,950,$950 ,2 bd,1 ba,,No pets,Non-smoking,Outdoor
518,377690,ON,Toronto,123 Parkway Forest Dr.,Apartment,Unfurnished,Long Term,Immediate,2536.88,"$2,537 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
19,383747,BC,Victoria,301 Nursery Hill,Apartment,Unfurnished,Long Term,Call for Availability,1870,"$1,870 ",2 bd,1 ba,,No pets,Smoking negotiable,Street
401,385498,Northeast Regina,Regina,307 Broad St N,Apartment,Unfurnished,Long Term,Immediate,925,$925 ,2 bd,1 ba,,Cats negotiable,Non-smoking,Outdoor
329,387812,Fairhaven,Saskatoon,403 Pendygrasse Rd,Apartment,Unfurnished,Long Term,Immediate,899,Ask,1 bd,1 ba,627 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
2,390986,James Bay,Victoria,345 Quebec Street,Apartment,Unfurnished,Long Term,Immediate,2465,"$2,465 ",2 bd,1 ba,680 ft2,Cats & dogs negotiable,Non-smoking,Street
578,392798,Ledbury - Heron Gate - Ridgemont,Ottawa,2816 Sandalwood Drive,Apartment,Unfurnished,Long Term,Immediate,1660,Other,1 bd,1 ba,666 ft2,Cats & dogs allowed,Non-smoking,Underground
566,393081,Byward Market,Ottawa,50 Laurier Avenue East,Apartment,Unfurnished,Long Term,Immediate,1955,"$1,955 ",1 bd,1 ba,808 ft2,Cats & dogs negotiable,Non-smoking,Underground
248,393256,Downtown,Red-Deer,4820 47 Ave,Apartment,Unfurnished,Negotiable,Immediate,889,600,2 bd,1 ba,,No pets,Non-smoking,Street
74,395190,Kitsilano,Vancouver,503 - 2036 West 10th Ave.,Condo,Unfurnished,Long Term,Immediate,2300,"$1,000 ",1 bd + den,1 ba,670 ft2,No pets,Non-smoking,
702,396671,PE,Charlottetown,10 By Way Avenue,Apartment,Unfurnished,Long Term,Call for Availability,1368,"$1,368 ",2 bd,1 ba,,No pets,Smoking negotiable,Street
469,399775,ON,Mississauga,625 Evans Avenue,Apartment,Unfurnished,Long Term,Immediate,2140,"$2,140 ",2 bd,1 ba,,No pets,,
468,399776,ON,Mississauga,148 Islington Avenue,Apartment,Unfurnished,Long Term,Immediate,1395,"$1,395 ",1 bd,1 ba,,No pets,,
77,400486,West End,Vancouver,1188 Bidwell Street,Apartment,Unfurnished,Long Term,Immediate,2550,"$2,550 ",1 bd,1 ba,600 ft2,No cats,Non-smoking,Underground
200,400491,Tipaskan,Edmonton,8103 29 Ave NW,Apartment,Unfurnished,Long Term,Immediate,795,$795 ,1 bd,1 ba,,No pets,Non-smoking,Outdoor
183,400492,Evansdale,Edmonton,14420 88A St NW,Apartment,Unfurnished,Long Term,Immediate,825,$825 ,1 bd,1 ba,,No pets,Non-smoking,Outdoor
182,400503,Killarney,Edmonton,13116 82 Street NW,Apartment,Unfurnished,Long Term,Immediate,795,$795 ,1 bd,1 ba,,No pets,Non-smoking,Outdoor
178,400507,Daly Grove,Edmonton,2303 38 Street NW,Apartment,Unfurnished,Long Term,Immediate,1025,"$1,025 ",2 bd,1 ba,,No pets,Non-smoking,Outdoor
192,400508,Brander Gardens,Edmonton,5608 Riverbend Rd NW,Townhouse,Unfurnished,Long Term,Immediate,995,$995 ,2 bd,1 ba,,No pets,Non-smoking,Outdoor
180,400512,Rideau Park,Edmonton,4240 106 street NW,Apartment,Unfurnished,Long Term,Immediate,850,$850 ,1 bd,1 ba,735 ft2,No pets,Non-smoking,Covered
608,400530,QC,Montreal,6250 Lennox,Apartment,Unfurnished,Long Term,Immediate,1600,"$1,600 ",1 bd,1 ba,701 ft2,Cats & dogs negotiable,Non-smoking,Covered
683,402092,NS,Halifax,1920 Brunswick Street,Apartment,Unfurnished,Long Term,Call for Availability,1435,"$1,435 ",1 bd,1 ba,,No pets,,
687,402093,NS,Halifax,2065 Brunswick Street,Apartment,Unfurnished,Long Term,Call for Availability,1235,"$1,235 ",1 bd,1 ba,,No pets,,
679,402094,NS,Halifax,2073-2077 Brunswick Street,Apartment,Unfurnished,Long Term,Call for Availability,1280,"$1,280 ",1 bd,1 ba,,No pets,,
678,402096,NS,Halifax,5770 Spring Garden Road,Apartment,Unfurnished,Long Term,Call for Availability,1365,"$1,365 ",1 bd,1 ba,,No pets,,
684,402097,NS,Halifax,"79,81 Radcliffe Drive & 80,85,90, 95 Chipstone Close",Apartment,Unfurnished,Long Term,Call for Availability,1175,"$1,175 ",1 bd,1 ba,,No pets,,
674,402098,NS,Halifax,5885 Cunard Street,Apartment,Unfurnished,Long Term,Call for Availability,1280,"$1,280 ",1 bd,1 ba,,No pets,,
196,402270,Queen Mary Park,Edmonton,10829 113 Street NW,Apartment,Unfurnished,Long Term,Immediate,802,Ask,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
496,403174,ON,Mississauga,329 The West Mall,Apartment,Unfurnished,Long Term,Immediate,1825,"$1,825 ",2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
245,403217,Clearview Meadows,Red-Deer,1 - 3832 47 Street,Townhouse,Unfurnished,Long Term,Immediate,875,$875 ,2 bd,1 ba,,No pets,Non-smoking,Outdoor
205,403321,Downtown,Edmonton,10823 Jasper Avenue NW,Apartment,Unfurnished,Long Term,Immediate,1399,"$1,399 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
204,403325,McCauley,Edmonton,8610 & 8620 Jasper Avenue,Apartment,Unfurnished,Long Term,Immediate,1249,"$1,249 ",2 bd,1 ba,,Cats & dogs negotiable,Smoking allowed,Underground
206,403326,Oliver,Edmonton,10903 / 10904 103 / 102 Avenue,Apartment,Unfurnished,Long Term,Immediate,1299,"$1,299 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
132,403415,Brentwood,Calgary,50 Brentwood Common NW,Apartment,Unfurnished,Long Term,Immediate,1710,One Month's Rent,1 bd,1 ba,637 ft2,Cats & dogs negotiable,Non-smoking,
140,403789,Capitol Hill,Calgary,Capitol Hill,Shared,Furnished,Negotiable,Immediate,470,$300 ,3 bd,1 ba,,No pets,Non-smoking,Street
268,403872,Lower Townsite,Fort-Mcmurray,303 - 8528 Manning Avenue,Condo,Furnished,Negotiable,Immediate,1450,"$1,450 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
85,404714,Upper Capilano,Vancouver,1883 Fullerton Ave,Apartment,Unfurnished,Long Term,Immediate,2400,"$2,400 ",1 bd,1 ba,540 ft2,Cats & dogs negotiable,Non-smoking,Underground
547,405381,ON,Toronto,111 Raglan Avenue,Apartment,Unfurnished,Long Term,Immediate,1950,"$1,950 ",1 bd,1 ba,723 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
545,405383,ON,Toronto,100 Rowena Drive,Apartment,Unfurnished,Long Term,Immediate,1695,"$1,695 ",1 bd,1 ba,850 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
546,405387,ON,Toronto,1440 Lawrence Avenue West,Apartment,Unfurnished,Long Term,Immediate,1650,"$1,650 ",1 bd,1 ba,709 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
620,406909,QC,Montreal,"8300, boul. du St-Laurent",Apartment,Unfurnished,Long Term,Immediate,1295,"$1,295 ",1 bd,1 ba,,No pets,,
639,407088,QC,Montreal,2130 Rue Laforce,Apartment,Unfurnished,Long Term,Immediate,1350,"$1,350 ",1 bd,1 ba,520 ft2,No pets,Non-smoking,Underground
672,410283,NS,Halifax,1112 Tower Road,Apartment,Unfurnished,Long Term,1-Feb-22,1300,"$1,300 ",1 bd,1 ba,,Cats negotiable,Non-smoking,Outdoor
173,411788,Rosenthal,Edmonton,23107 77 Avenue NE,Apartment,Unfurnished,Long Term,Immediate,1125,"$1,125 ",2 bd,2 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
186,412229,Downtown,Edmonton,10621 100 Avenue NW,Apartment,Unfurnished,Long Term,Immediate,1350,"$1,350 ",1 bd,1 ba,600 ft2,Cats & dogs negotiable,Non-smoking,Underground
112,412472,BC,Kelowna,3477 Lakeshore Road,Apartment,Furnished,Negotiable,15-Dec-21,2750,"$1,375 ",2 bd + den,2 ba,,Cats & dogs negotiable,Non-smoking,
509,414038,ON,Toronto,11-25 Sherwood Ave.,Apartment,Unfurnished,Long Term,Immediate,1995,"$1,995 ",2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Street
577,414046,Ledbury - Heron Gate - Ridgemont,Ottawa,2870 Cedarwood Drive,Apartment,Unfurnished,Long Term,Immediate,1169,Other,1 bd,1 ba,637 ft2,Cats & dogs allowed,Non-smoking,Covered
287,414056,Wood Buffalo Estates,Fort-Mcmurray,143 J w Mann Drive,House,Unfurnished,Negotiable,Immediate,2600,"$2,600 ",5 bd,3 ba,,No pets,Non-smoking,Double garage
208,415129,Glenwood,Edmonton,9535 165 Street NW,Apartment,Unfurnished,Long Term,Immediate,1025,"$1,025 ",1 bd,1 ba,696 ft2,Cats & dogs negotiable,Non-smoking,
10,415240,Hillside - Quadra,Victoria,2648 Graham,Apartment,Unfurnished,Long Term,Immediate,1940,$970 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
549,415559,Vanier South,Ottawa,230/240 Brittany Drive,Apartment,Unfurnished,Long Term,Immediate,1375,"$1,375 ",1 bd,1 ba,554 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
585,415560,Vanier South,Ottawa,335 McArthur Ave.,Apartment,Unfurnished,Long Term,Immediate,1455,"$1,455 ",2 bd,1 ba,690 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
568,415564,QC,Ottawa,101 Sacre Coeur Blvd.,Apartment,Unfurnished,Long Term,Immediate,1215,"$1,215 ",2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
565,415565,QC,Ottawa,700 Boulevard Saint-Joseph,Apartment,Unfurnished,Long Term,Immediate,1160,"$1,160 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
188,415566,Woodcroft,Edmonton,11405 132 St NW,Apartment,Unfurnished,Long Term,Immediate,745,$745 ,1 bd,1 ba,800 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
579,415570,Elmvale - Eastway - Riverview - Riverview Park West,Ottawa,2035 Othello Avenue,Apartment,Unfurnished,Long Term,Immediate,1355,"$1,355 ",1 bd,1 ba,600 ft2,Cats & dogs negotiable,Non-smoking,Street
666,415745,NS,Halifax,9 Brunello Boulevard,Apartment,Unfurnished,Long Term,Immediate,3766,"$3,766 ",2 bd + den,2 ba,1833 ft2,Cats & dogs negotiable,Non-smoking,Underground
670,415746,NS,Halifax,81 Dellridge Lane,Apartment,Unfurnished,Long Term,1-Dec-21,2080,"$2,080 ",2 bd + den,2 ba,1400 ft2,Cats & dogs negotiable,Non-smoking,Underground
482,415750,ON,Mississauga,5191 Dundas Street West,Apartment,Unfurnished,Long Term,Immediate,1825,"$1,825 ",1 bd,1 ba,550 ft2,Cats & dogs negotiable,Non-smoking,Underground
472,415751,ON,Mississauga,7 Summerland Terrace,Apartment,Unfurnished,Long Term,Immediate,1900,"$1,900 ",1 bd,1 ba,590 ft2,Cats & dogs negotiable,Non-smoking,Street
483,415752,ON,Mississauga,3 Summerland Terrace,Apartment,Unfurnished,Long Term,Immediate,1950,"$1,950 ",1 bd,1 ba,591 ft2,Cats & dogs negotiable,Non-smoking,Covered
284,415816,Abasand,Fort-Mcmurray,44 - 100 Albion Drive,Townhouse,Unfurnished,Long Term,Immediate,2000,"$2,000 ",3 bd + den,1.5 ba,1700 ft2,Cats & dogs negotiable,Non-smoking,Single garage
604,416658,QC,Montreal,2255 Rue Lambert-Closse,Apartment,Unfurnished,Long Term,Immediate,1999,"$1,999 ",2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
285,417399,Timberlea,Fort-Mcmurray,188a Lynx Crescent,Main Floor,Unfurnished,Long Term,Immediate,1885,"$1,885 ",4 bd,2 ba,,Cats negotiable,Non-smoking,Outdoor
442,417432,Colony,Winnipeg,290 Colony St,Apartment,Unfurnished,Long Term,Immediate,1250,"$1,250 ",1 bd,1 ba,788 ft2,No pets,Non-smoking,Outdoor
416,417981,Pembina Strip,Winnipeg,1777 Pembina Hwy.,Apartment,Unfurnished,Long Term,Immediate,1079,"$1,079 ",1 bd,1 ba,700 ft2,No pets,Non-smoking,Outdoor
446,417985,Kildonan Crossing,Winnipeg,1150/1152/1154 Munroe Ave.,Apartment,Unfurnished,Long Term,Immediate,1080,"$1,080 ",1 bd,1 ba,675 ft2,No pets,Non-smoking,Outdoor
311,417990,City Park,Saskatoon,541 5th Ave. N,Apartment,Unfurnished,Long Term,Immediate,1050,"$1,050 ",1 bd,1 ba,622 ft2,No pets,Non-smoking,Underground
144,419017,Connaught,Calgary,620 15th Ave SW,Condo,Furnished,Negotiable,Immediate,1375,"$1,375 ",1 bd,1 ba,700 ft2,No pets,Non-smoking,Outdoor
498,419174,ON,Mississauga,810 Royal York Road,Apartment,Unfurnished,Long Term,Immediate,1725,"$1,725 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
584,421438,Whitehaven - Queensway Terrace,Ottawa,B-2161 Lambeth Walk,Apartment,Furnished,Long Term,Immediate,2300,"$2,300 ",3 bd,1 ba,,No pets,Non-smoking,Outdoor
605,422437,QC,Montreal,6101 Monkland Ave,Apartment,Unfurnished,Long Term,Immediate,1610,"$1,610 ",1 bd,1 ba,700 ft2,Cats negotiable,Non-smoking,Outdoor
495,423163,ON,Mississauga,3370 Havenwood Dr,Apartment,Unfurnished,Long Term,Immediate,1725,"$1,700 ",2 bd,1 ba,750 ft2,No pets,Non-smoking,Street
439,423281,Sturgeon Creek,Winnipeg,3057 Ness Ave,Apartment,Unfurnished,Long Term,Immediate,1388,Half Monthly Rent,1 bd,1 ba,641 ft2,Cats & dogs allowed,Covered,
501,424086,ON,Toronto,410 Dufferin Street,Apartment,Unfurnished,Long Term,Immediate,1945,"$1,945 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Street
456,426848,ON,Mississauga,1177 Bloor Street East,Apartment,Unfurnished,Long Term,Immediate,2004,"$2,004 ",1 bd,1 ba,745 ft2,Cats & dogs negotiable,Non-smoking,Covered
525,426848,ON,Toronto,1177 Bloor Street East,Apartment,Unfurnished,Long Term,Immediate,2004,"$2,004 ",1 bd,1 ba,745 ft2,Cats & dogs negotiable,Non-smoking,Covered
373,427176,Transitional,Regina,2270 Cornwall Street,Apartment,Unfurnished,Long Term,Immediate,895,$895 ,1 bd,1 ba,,Cats negotiable,Non-smoking,Street
500,428432,ON,Toronto,35 Greenfield Ave.,Apartment,Unfurnished,Long Term,Immediate,2069,"$2,069 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
6,428845,BC,Victoria,1085 Goldstream Avenue,Apartment,Unfurnished,Long Term,Immediate,1495,"$1,495 ",studio,1 ba,552 ft2,No pets,Non-smoking,Street
348,429973,Lakeview,Saskatoon,431 & 811 Wollaston Cres,Apartment,Unfurnished,Long Term,Immediate,1064,Ask,2 bd,,,Cats & dogs negotiable,Non-smoking,Outdoor
93,430178,BC,Kelowna,"2200, 2210, 2220 Majoros Road",Apartment,Unfurnished,Long Term,Immediate,1525,"$1,525 ",1 bd,1 ba,614 ft2,No pets,Non-smoking,Outdoor
240,430509,South Hill,Red-Deer,3610 52 Avenue,Apartment,Unfurnished,Long Term,Immediate,850,600,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Covered
459,430711,ON,Mississauga,120 Dundas St E,Apartment,Unfurnished,Long Term,Immediate,1748,"$1,748 ",1 bd,1 ba,656 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
458,430712,ON,Mississauga,100 Dundas Street East,Apartment,Unfurnished,Long Term,Immediate,1828,"$1,828 ",1 bd,1 ba,673 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
544,430712,ON,Toronto,100 Dundas Street East,Apartment,Unfurnished,Long Term,Immediate,1828,"$1,828 ",1 bd,1 ba,673 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
81,432696,Shaughnessy,Vancouver,BSMT - 1126 26 Ave West,Basement,Negotiable,12 months,Immediate,3000,"$1,500 ",2 bd,2 ba,1200 ft2,Cats & dogs negotiable,Non-smoking,
306,432734,Lower Townsite,Fort-Mcmurray,105 - 100 Richard Street,Condo,Furnished,Negotiable,Immediate,1400,"$1,400 ",2 bd,2 ba,,No pets,Non-smoking,Underground
662,433545,NS,Halifax,26 Carrington PL,Apartment,Unfurnished,Long Term,Immediate,1525,Other,2 bd,1 ba,1150 ft2,Cats & dogs allowed,Non-smoking,Outdoor
709,433677,NL,St-John-S,3 Wadland Crescent,Apartment,Unfurnished,Long Term,Immediate,845,497.5,1 bd,1 ba,497 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
594,433700,South Keys - Greenboro West,Ottawa,3360 Paul Anka Drive,Apartment,Unfurnished,Long Term,Immediate,1399,"$1,399 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Covered
543,433932,ON,Toronto,424 Yonge Street,Apartment,Unfurnished,Long Term,Immediate,1945,"$1,945 ",1 bd,1 ba,695 ft2,Cats & dogs negotiable,Non-smoking,Street
175,433936,Downtown,Edmonton,11020 Jasper Ave.,Apartment,Unfurnished,Long Term,Immediate,946,750,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
174,433937,Oliver,Edmonton,10145 121st Street,Apartment,Unfurnished,Long Term,Immediate,1017,750,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
176,433938,Rossdale,Edmonton,8128 102 Street NW,Apartment,Unfurnished,Long Term,Immediate,1323,750,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
356,433955,Coronation Park,Regina,3525 Avonhurst Dr,Apartment,Unfurnished,Long Term,Immediate,799,$799 ,1 bd,1 ba,575 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
125,434051,University District,Calgary,4135 University Ave NW,Apartment,Unfurnished,Long Term,Immediate,1525,"$1,525 ",1 bd,1 ba,537 ft2,Cats & dogs negotiable,Non-smoking,Underground
677,434247,NS,Halifax,451 Broad Street,Apartment,Unfurnished,Long Term,Call for Availability,1810,"$1,810 ",2 bd + den,1 ba,,No pets,,
689,434248,NS,Halifax,24 Farringdon Way,Apartment,Unfurnished,Long Term,Call for Availability,1595,"$1,595 ",2 bd + den,1 ba,,No pets,,
682,434249,NS,Halifax,2001 Brunswick Street,Apartment,Unfurnished,Long Term,Call for Availability,1250,"$1,250 ",1 bd,1 ba,,No pets,,
675,434250,NS,Halifax,1991 Brunswick Street,Apartment,Unfurnished,Long Term,Call for Availability,1170,"$1,170 ",1 bd,1 ba,,No pets,,
681,434251,NS,Halifax,1881 Brunswick Street,Apartment,Unfurnished,Long Term,Call for Availability,1395,"$1,395 ",1 bd,1 ba,,No pets,,
367,434354,Transitional,Regina,2210 15th Avenue,Apartment,Unfurnished,Long Term,Immediate,650,$650 ,1 bd,1 ba,,Cats & dogs negotiable,Smoke free building,Street
272,434389,Timberlea,Fort-Mcmurray,42 - 220 Swanson Crescent,Townhouse,Furnished,Long Term,Immediate,1885,"$1,885 ",3 bd,2.5 ba,,No pets,Non-smoking,Single garage
221,434593,Waskasoo,Red-Deer,308 4721 55 Street,Apartment,Unfurnished,Long Term,Immediate,775,$795 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
238,434594,Downtown,Red-Deer,12 4750 55 Street,Apartment,Unfurnished,Long Term,Immediate,695,"$69,500 ",1 bd,1 ba,,No pets,Non-smoking,Outdoor
224,434674,Waskasoo,Red-Deer,205 4313 55 Street,Townhouse,Unfurnished,Long Term,Immediate,795,$895 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
232,434675,West Park,Red-Deer,3918 56 Avenue Bsmt,Apartment,Unfurnished,Long Term,Immediate,725,$725 ,2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
218,434677,Downtown,Red-Deer,2 4940 51 Street,Apartment,Unfurnished,Long Term,Immediate,650,$650 ,1 bd,1 ba,,No pets,Non-smoking,Street
589,434991,ON,Ottawa,2480-2628 Hunter's Point Crescent,Apartment,Unfurnished,Long Term,Immediate,1885,"$1,885 ",3 bd,1 ba,,No pets,,
588,434992,ON,Ottawa,141 Augusta Street,Apartment,Unfurnished,Long Term,Immediate,1350,"$1,350 ",1 bd,1 ba,,No pets,,
145,435043,Rocky Ridge,Calgary,Rocky Ridge,House,Unfurnished,Long Term,Immediate,2350,"$2,350 ",4 bd,3.5 ba,2100 ft2,No pets,Non-smoking,
95,435562,BC,Kelowna,,Apartment,Furnished,Negotiable,Immediate,3300,"$1,650 ",2 bd + den,2 ba,1440 ft2,Cats & dogs negotiable,Non-smoking,
582,436973,Hintonburg - Mechanicsville,Ottawa,238 Carruthers,Apartment,Furnished,Long Term,Immediate,2500,"$2,700 ",2 bd,2 ba,,No pets,Non-smoking,Outdoor
124,437507,Bridgeland,Calgary,918 McPherson Square NE,Apartment,Unfurnished,Long Term,Immediate,1449,"$1,449 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
101,437523,BC,Kelowna,1797 Keloka Drive,House,Furnished,Negotiable,Immediate,3950,"$1,975 ",4 bd,2 ba,1500 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
499,437682,ON,Mississauga,112 Alder Cres,Apartment,Unfurnished,Long Term,Immediate,1475,"$1,475 ",1 bd + den,1 ba,271 ft2,No pets,Non-smoking,Outdoor
197,437811,Old Strathcona,Edmonton,8122 106 St NW,Apartment,Unfurnished,Long Term,Immediate,1435,"$1,435 ",1 bd,1 ba,663 ft2,Cats & dogs negotiable,Non-smoking,Underground
227,438040,Johnstone Crossing,Red-Deer,100 Jordan Parkway,Apartment,Unfurnished,Long Term,Immediate,1075,"$1,075 ",2 bd,2 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
198,438264,Bannerman,Edmonton,13704 24th Street,Apartment,Unfurnished,Long Term,Immediate,875,$299 ,1 bd,1 ba,749 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
526,438365,ON,Toronto,50 Graydon Hall Drive,Apartment,Unfurnished,Long Term,Immediate,1650,"$1,650 ",1 bd,1 ba,638 ft2,Cats & dogs negotiable,Smoking allowed,Outdoor
623,438582,QC,Montreal,"1415 -1800 rue Crevier, 1655/1675 rue Tasse. 1650 - 1670 rue Deguire, 1660",Apartment,Unfurnished,Long Term,Immediate,1050,"$1,050 ",3 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Street
618,438583,QC,Montreal,1200-1600 rue Decarie & 1205-1595 rue Ouimet,Apartment,Unfurnished,Long Term,Immediate,765,$765 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Street
327,439661,Pleasant Hill,Saskatoon,1310 20th St W,Apartment,Unfurnished,Long Term,Immediate,925,$99 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Covered
220,439895,Downtown,Red-Deer,4811 55th Street,Apartment,Unfurnished,Long Term,Immediate,775,$775 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
625,440450,QC,Montreal,3411 Drummond,Apartment,Unfurnished,Long Term,Immediate,1595,"$1,595 ",1 bd,1 ba,800 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
542,440679,ON,Toronto,345 Merton Street,Apartment,Unfurnished,Long Term,Immediate,1799,"$1,799 ",1 bd,1 ba,800 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
42,441174,Central Lonsdale,Vancouver,154 18th Street East,Apartment,Unfurnished,Long Term,Immediate,2306,"$1,153 ",1 bd,1 ba,455 ft2,Cats & dogs negotiable,Non-smoking,Street
481,441326,ON,Mississauga,2465 Hurontario Street,Apartment,Unfurnished,Long Term,Immediate,1918,"$1,918 ",1 bd,1 ba,732 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
471,441334,ON,Mississauga,571 Prince Edward Dr N,Apartment,Unfurnished,Long Term,Immediate,2200,"$2,200 ",1 bd,1 ba,687 ft2,No pets,Non-smoking,Underground
460,441344,ON,Mississauga,2475 Hurontario Street,Apartment,Unfurnished,Long Term,Immediate,2497,"$2,497 ",2 bd,1 ba,822 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
103,441403,BC,Kelowna,3500 Sonoma Pines Drive,Apartment,Unfurnished,Long Term,Immediate,1848,Half Monthly Rent,2 bd,2 ba,883 ft2,Cats & dogs allowed,Non-smoking,Underground
99,441404,BC,Kelowna,3495 Sonoma Pines Drive,Townhouse,Unfurnished,Long Term,Immediate,2898,$799 ,3 bd,2.5 ba,1267 ft2,Cats & dogs allowed,Non-smoking,Street
535,442410,ON,Toronto,141 Davisville Avenue,Apartment,Unfurnished,Long Term,Immediate,1645,"$1,645 ",1 bd,1 ba,,No pets,,
53,442576,Kitsilano,Vancouver,1925 Maple Street,Apartment,Unfurnished,Long Term,Immediate,2200,"$1,100 ",1 bd,1 ba,609 ft2,No pets,Non-smoking,Outdoor
634,443397,QC,Montreal,4710 Boul Decarie,Apartment,Unfurnished,Long Term,Immediate,1325,"$1,325 ",3 bd,1 ba,968 ft2,No pets,Non-smoking,Street
413,443717,Richmond West,Winnipeg,2965/2973 Pembina Hwy.,Apartment,Unfurnished,Long Term,Immediate,1040,"$1,040 ",1 bd,1 ba,559 ft2,No pets,Non-smoking,Outdoor
418,443725,Heritage Park,Winnipeg,700 Setter Street,Apartment,Unfurnished,Long Term,Immediate,1188,"$1,188 ",1 bd,1 ba,725 ft2,No pets,Non-smoking,Underground
8,444108,Burnside,Victoria,984 and 1000 McKenzie Avenue,Apartment,Unfurnished,Long Term,Immediate,1875,$938 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Street
14,444167,Victoria West,Victoria,Victoria West,Condo,Unfurnished,Long Term,1-Jan-22,2300,"$2,300 ",2 bd,2 ba,892 ft2,No pets,Non-smoking,
450,444217,Daniel McIntyre,Winnipeg,1 - 844 Home Street,Duplex,Unfurnished,Long Term,Immediate,1060,"$1,060 ",2 bd,1 ba,,No pets,Non-smoking,Covered
394,444847,North Central,Regina,628 Wascana Street,House,Unfurnished,Negotiable,Immediate,965,$965 ,3 bd,1 ba,,Cats & dogs negotiable,Smoking negotiable,Outdoor
179,446134,Strathcona,Edmonton,8155 105 St NW,Apartment,Unfurnished,Long Term,Immediate,1360,"$1,360 ",1 bd,1 ba,770 ft2,Cats & dogs negotiable,Non-smoking,Underground
82,446339,BC,Vancouver,3370 Dewdney Trunk Road,Apartment,Unfurnished,Long Term,Immediate,1850,"$1,850 ",1 bd,1 ba,612 ft2,No pets,Smoke free building,Underground
296,446376,Lower Townsite,Fort-Mcmurray,10122 Franklin Avenue,Apartment,Unfurnished,Negotiable,Immediate,1000,"$1,000 ",1 bd,1 ba,640 ft2,Cats & dogs negotiable,Smoking negotiable,
94,447183,BC,Kelowna,1232 Ellis Street,Condo,Furnished,Short Term,Immediate,3300,"$1,650 ",2 bd + den,2 ba,1100 ft2,Cats & dogs negotiable,Non-smoking,
181,447690,Windermere,Edmonton,1112 Windermere Way SW,Apartment,Unfurnished,Long Term,Immediate,1300,"$1,300 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
615,447703,QC,Montreal,105 Milton Street,Apartment,Unfurnished,Long Term,Immediate,1093,"$1,093 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,
283,447749,Thickwood,Fort-Mcmurray,128 Williscroft Place,House,Furnished,Long Term,Immediate,2060,"$2,060 ",3 bd,2 ba,,Cats & dogs negotiable,Non-smoking,Single garage
